PRODUCT,PRODUCT ID,PHYSICAL,LOGICAL,GMI FC,R&N A.C.N,GROUP,CLEARING ADMIN,CLEARING VENUE,MIC CODE,BUYER PAY INDEX (COMMODITY REFERENCE PRICE),CFTC REPORTABLE LEVEL,PAIRED SWAP BASIS,POSITION TYPE INDICATOR,SECTION 20.2 COVERED FUTURES CONTRACT,SELLER PAY INDEX (COMMODITY REFERENCE PRICE)
Palo Verde Day-Ahead Peak Fixed Price Future,287,PVM,PVM,PV,O940,Electricity,Pwr West Term,ICEU,IFED,,,,,,
Calendar One Time Option on PJM Western Hub Real-Time Off-Peak Calendar Year One Time Fixed Price Future,3551,PWC,OPJ,,,Electricity,Pwr East OPTerm,ICEU,IFED,,,,,,
PJM Western Hub Real-Time Off-Peak Calendar Year One Time Fixed Price Future,3551,PWC,OPJ,,,Electricity,Pwr East OPTerm,ICEU,IFED,,,,,,
PJM Western Hub Real-Time Peak Planning Year One Time Fixed Price Future,3550,PWP,PJM,,,Electricity,Pwr East Term,ICEU,IFED,,,,,,
Planning Year One Time Option on PJM Western Hub Real-Time Peak Planning Year One Time Fixed Price Future,3550,PWP,PJM,,,Electricity,Pwr East Term,ICEU,IFED,,,,,,
PJM DPL Zone Day-Ahead Peak Fixed Price Future,3705,PXB,PXB,7K-XB,,Electricity,Pwr East Mini,ICEU,IFED,,,,,,
PJM DPL Zone Day-Ahead Off-Peak Fixed Price Future,3709,PXD,PXD,7K-XD,,Electricity,Pwr East OPMini,ICEU,IFED,,,,,,
Cross Currency Pairs British Pound Sterling/South African Rand Futures,825,PZ,PZ ,,,Currency,FOREX,ICUS,IFUS,,,,,,
PJM PENELEC Zone Day-Ahead Peak Fixed Price Future,3706,PZB,PZB,7K-ZB,,Electricity,Pwr East Mini,ICEU,IFED,,,,,,
PJM PENELEC Zone Day-Ahead Off-Peak Fixed Price Future,3710,PZD,PZD,7K-ZD,,Electricity,Pwr East OPMini,ICEU,IFED,,,,,,
Cross Currency Pairs British Pound Sterling/Australian Dollar Futures,813,QA,QA ,,,Currency,FOREX,ICUS,IFUS,,,,,,
Henry LD4 Fixed Price Future,2446,QHH,HNG,,,Natural Gas,Henry (LD4),ICEU,IFED,,,,,,
Option on Henry LD4 Fixed Price Future,2931,QHH,HNG,,,Natural Gas,Henry (LD4),ICEU,IFED,,,,,,
Palo Verde Day-Ahead Off-Peak Daily Future,745,QVP,QVP,QV,OU48,Electricity,Pwr WestOPDaily,ICEU,IFED,,,,,,
WTI 1st Line Future,13,R,WBS,WS,P996,Crude Oil and Refined Products,Crude Outrights,ICEU,IFEU,,,,,,
WTI Average Price Option,13,R,WBS,WS,P996,Crude Oil and Refined Products,Crude Outrights,ICEU,IFEU,,,,,,
Platts Refined Diff - NYH RBOB 2:30 PM ET Settlement vs Platts 3:15 PM ET Futures Assessment,3562,RBK,RBK,,,Crude Oil and Refined Products,Ref Diffs bbl,ICEU,IFEU,,,,,,
Platts Refined Diff - NYH RBOB 2:30 PM ET Settlement vs Platts 3:15 PM ET 2nd Month Spread Futures Assessment,3839,RBL,RBL,,,Crude Oil and Refined Products,Ref Diffs bbl,ICEU,IFEU,,,,,,
USGC 3% Fuel Oil Future,1892,RBO,RBO,BI,SN24,Crude Oil and Refined Products,RefOutright bbl,ICEU,IFEU,,,,,,
Gasoline Crack - RBOB Gasoline 1st Line vs Brent 1st Line Future,2923,RBR,RBR,,,Crude Oil and Refined Products,Cracks bbl,ICEU,IFEU,,,,,,
RBOB Gasoline 1st Line Future,3072,RBS,UHU,,,Crude Oil and Refined Products,RefOutright bbl,ICEU,IFEU,,,,,,
RBOB Gasoline Average Price Option,3980,RBS,UHU,,,Crude Oil and Refined Products,RefOutright bbl,ICEU,IFEU,,,,,,
Gasoline Crack - RBOB Gasoline 1st Line vs WTI 1st Line Future,3071,RBW,RBW,,,Crude Oil and Refined Products,Cracks bbl,ICEU,IFEU,,,,,,
Robusta Futures,873,RC,RC ,RC,OV50,Coffee,Coffee C,ICUS,IFUS,,,,,,
Russell 1000&reg; Index Mini Futures,613,RF,RF ,RF,ON25,Russell Indexes,Russell Indices,ICUS,IFUS,,,,,,
Russell 1000&reg; Index Mini Options,1239,RF,RF ,RF,ON25,Russell Indexes,Russell Indices,ICUS,IFUS,,,,,,
Gasoil Diff - Gasoil 0.1% FOB Rotterdam Barges vs Gasoil 1st Line Future,1469,RFG,RFG,RF,QH68,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
Russell 1000 Growth Index Mini Futures,2344,RG,RG,,,Russell Indexes,Russell Indices,ICUS,IFUS,,,,,,
Option on Regional Greenhouse Gas Initiative Future Vintage 2009,3407,RGH,RGH,,,Physical Environmental,RGGI,ICEU,IFUS,,,,,,
Regional Greenhouse Gas Initiative Vintage 2009 Future,3407,RGH,RGH,,,Physical Environmental,RGGI,ICEU,IFED,,,,,,
Option on Regional Greenhouse Gas Initiative Future Vintage 2010,3408,RGI,RGI,,,Physical Environmental,RGGI,ICEU,IFUS,,,,,,
Regional Greenhouse Gas Initiative Vintage 2010 Future,3408,RGI,RGI,,,Physical Environmental,RGGI,ICEU,IFED,,,,,,
Option on Regional Greenhouse Gas Initiative Future Vintage 2011,3409,RGJ,RGJ,,,Physical Environmental,RGGI,ICEU,IFUS,,,,,,
Regional Greenhouse Gas Initiative Vintage 2011 Future,3409,RGJ,RGJ,,,Physical Environmental,RGGI,ICEU,IFED,,,,,,
Option on Regional Greenhouse Gas Initiative Future Vintage 2012,3410,RGK,RGK,,,Physical Environmental,RGGI,ICEU,IFUS,,,,,,
Regional Greenhouse Gas Initiative Vintage 2012 Future,3410,RGK,RGK,,,Physical Environmental,RGGI,ICEU,IFED,,,,,,
Option On Regional Greenhouse Gas Initiative Vintage 2013,4580,RGL,RGL,,,Physical Environmental,RGGI,ICEU,IFUS,,,,,,
Regional Greenhouse Gas Initiative Vintage 2013 Future,4580,RGL,RGL,,,Physical Environmental,RGGI,ICEU,IFED,,,,,,
Gasoline Diff - RBOB Gasoline 1st Line vs Argus Euro-Bob Oxy FOB Rotterdam Barge Future,1888,ROE,ROE,BF,SN21,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
Canola Futures,1092,RS,RS ,,,Canola,Canola,ICCA,IFCA,,,,,,
Canola Options,1176,RS,RS ,,,Canola,Canola,ICCA,IFCA,,,,,,
NWP Rockies Index Future,2073,RSI,RSI,HP,SR12,Natural Gas,Index Master,ICEU,IFED,,,,,,
NWP Rockies Swing Future,481,RSS,RSS,RS,QI04,Natural Gas,Swing Master,ICEU,IFED,,,,,,
Russell 1000 Value Index Mini Futures,2341,RV,RV,,UF14,Russell Indexes,Russell Indices,ICUS,IFUS,,,,,,
Sugar No. 11 Calendar Spread Options,4145,SB,SB,,,Sugar,Sugar No 11,ICUS,IFUS,,,,,,
Sugar No. 11 Futures,582,SB,SB ,27,2055,Sugar,Sugar No 11,ICUS,IFUS,,,,,,
Sugar No. 11 Futures TAS,1206,SB,SB ,27,2055,Sugar,Sugar No 11,ICUS,IFUS,,,,,,
Sugar No. 11 Options,1240,SB,SB ,27,2055,Sugar,Sugar No 11,ICUS,IFUS,,,,,,
Cleared Sugar No. 11 Swap,1568,SBC,SBC,ZS,SBC06,Sugar,Sugar 11 Swap,ICUS,IEPA,--,50,Directly linked,(O) Other Swap,SB (IFUS),SUGAR # 11 (WORLD)-ICE
Fuel Oil Crack - Fuel Oil 180 CST Singapore vs Brent 1st Line Future,3077,SBS,SBS,,,Crude Oil and Refined Products,Cracks mt,ICEU,IFEU,,,,,,
Socal Citygate Basis Future,1463,SCB,SCB,Y0,QM84,Natural Gas,Basis Master,ICEU,IFED,,,,,,
Socal Citygate Index Future,1630,SCI,SCI,Y4,QM86,Natural Gas,Index Master,ICEU,IFED,,,,,,
Socal Border Basis Future,455,SCL,SCL,NS,NA86,Natural Gas,Basis Master,ICEU,IFED,,,,,,
"Propane, Argus Saudi CP, Fixed Price Future",2448,SCP,SCP,,,Natural Gas Liquids,NGL Master,ICEU,IFEU,,,,,,
Socal Citygate Swing Future,469,SCS,SCS,YR,QM75,Natural Gas,Swing Master,ICEU,IFED,,,,,,
Henry LD1 Same Day Fixed Price Future,2867,SDH,SDH,,,Natural Gas,Henry Nat Gas,ICEU,IFED,,,,,,
Option on Henry LD1 Same Day Fixed Price Future,2867,SDH,SDH,,,Natural Gas,Henry Nat Gas,ICEU,IFED,,,,,,
CAISO SP-15 Day-Ahead Peak Daily Fixed Price Future,752,SDP,SDP,SD,OU47,Electricity,Pwr West Daily,ICEU,IFED,,,,,,
Option on CAISO SP-15 Day-Ahead Peak Daily Fixed Price Future,752,SDP,SDP,SD,OU47,Electricity,Pwr West Daily,ICEU,IFED,,,,,,
ERCOT South 345KV Hub Day-Ahead Peak Daily Fixed Price Future,2628,SEA,SEA,,,Electricity,Pwr E DailyMini,ICEU,IFED,,,,,,
ERCOT South 345KV Real-Time Off-Peak Fixed Price Future,1864,SEB,SEB,AG,SM94,Electricity,Pwr East OPMini,ICEU,IFED,,,,,,
ERCOT South 345KV Hub Day-Ahead Off-Peak Daily Fixed Price Future,2640,SEC,SEC,,,Electricity,Pwr E OPDayMini,ICEU,IFED,,,,,,
ERCOT South 345KV Real-Time Off-Peak Daily Fixed Price Future,1870,SED,SED,AK,SM98,Electricity,Pwr EastOPDaily,ICEU,IFED,,,,,,
Fuel Oil Crack - Fuel Oil 180 CST Singapore vs Dubai 1st Line Future,24,SES,SES,,,Crude Oil and Refined Products,Cracks mt,ICEU,IFEU,,,,,,
Sugar No. 16 Futures,1384,SF,SF ,,,Sugar,Sugar No 16,ICUS,IFUS,,,,,,
SINGAPORE MOGAS 95 UNLEADED VS BRENT 1ST LINE FUTURE,4361,SFB,SFB,,,Crude Oil and Refined Products,Ref Diffs bbl,ICEU,IFEU,,,,,,
Option on Sulfur Financial Instrument Future Vintage 2009,3411,SFH,SFH,,,Physical Environmental,SFI,ICEU,IFUS,,,,,,
Sulfur Financial Instrument Vintage 2009 Future,3411,SFH,SFH,,,Physical Environmental,SFI,ICEU,IFED,,,,,,
Option on Sulfur Financial Instrument Future Vintage 2010,3412,SFI,SFI,,,Physical Environmental,SFI,ICEU,IFUS,,,,,,
Sulfur Financial Instrument Vintage 2010 Future,3412,SFI,SFI,,,Physical Environmental,SFI,ICEU,IFED,,,,,,
Option on Sulfur Financial Instrument Future Vintage 2011,3413,SFJ,SFJ,,,Physical Environmental,SFI,ICEU,IFUS,,,,,,
Sulfur Financial Instrument Vintage 2011 Future,3413,SFJ,SFJ,,,Physical Environmental,SFI,ICEU,IFED,,,,,,
Option on Sulfur Financial Instrument Future Vintage 2012,3414,SFK,SFK,,,Physical Environmental,SFI,ICEU,IFUS,,,,,,
Sulfur Financial Instrument Vintage 2012 Future,3414,SFK,SFK,,,Physical Environmental,SFI,ICEU,IFED,,,,,,
Option on Sulfur Financial Instrument Future Vintage 2013,3415,SFL,SFL,,,Physical Environmental,SFI,ICEU,IFUS,,,,,,
Sulfur Financial Instrument Vintage 2013 Future,3415,SFL,SFL,,,Physical Environmental,SFI,ICEU,IFED,,,,,,
Option on Sulfur Financial Instrument Future Vintage 2014,3416,SFM,SFM,,,Physical Environmental,SFI,ICEU,IFUS,,,,,,
Sulfur Financial Instrument Vintage 2014 Future,3416,SFM,SFM,,,Physical Environmental,SFI,ICEU,IFED,,,,,,
Option on Sulfur Financial Instrument Future Vintage 2015,3417,SFN,SFN,,,Physical Environmental,SFI,ICEU,IFUS,,,,,,
Sulfur Financial Instrument Vintage 2015 Future,3417,SFN,SFN,,,Physical Environmental,SFI,ICEU,IFED,,,,,,
Fuel Oil Diff - Fuel Oil 180 CST Singapore vs 3.5% FOB Rotterdam Barges Future,88,SFS,SFS,OW,NM80,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
HSC Index Future,458,SHS,SHS,OQ,NI12,Natural Gas,Basis Master,ICEU,IFED,,,,,,
Transco Station 65 (Zone 3) Index Future ,2589,SIA,SIA,,,Natural Gas,Index Master,ICEU,IFED,,,,,,
Socal Border Index Future,464,SIS,SIS,ZA,QM91,Natural Gas,Index Master,ICEU,IFED,,,,,,
Fuel Oil Diff - Fuel Oil 380 CST Singapore vs 3.5% FOB Rotterdam Barges Future,3079,SJS,SJS,,,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
Fuel Oil Crack - Fuel Oil 380 CST Singapore vs Dubai 1st Line Future,3078,SLS,SLS,,,Crude Oil and Refined Products,Cracks mt,ICEU,IFEU,,,,,,
Gasoline Diff - Singapore Mogas 97 Unleaded vs Singapore Mogas 95 Unleaded Future,4174,SMB,SMB,,,Crude Oil and Refined Products,Ref Diffs bbl,ICEU,IFEU,,,,,,
Gasoline Diff - Singapore Mogas 97 Unleaded vs Singapore Mogas 92 Unleaded Future,4175,SMC,SMC,,,Crude Oil and Refined Products,Ref Diffs bbl,ICEU,IFEU,,,,,,
Gasoline Diff - Singapore Mogas 95 Unleaded vs Singapore Mogas 92 Unleaded Future,4176,SMD,SMD,,,Crude Oil and Refined Products,Ref Diffs bbl,ICEU,IFEU,,,,,,
Singapore Mogas 95 Unleaded (Platts) Future,3971,SMF,SMF,,,Crude Oil and Refined Products,RefOutright bbl,ICEU,IFEU,,,,,,
Singapore Mogas 97 Unleaded (Platts) Future,3972,SMS,SMS,,,Crude Oil and Refined Products,RefOutright bbl,ICEU,IFEU,,,,,,
Singapore Mogas 92 Unleaded (Platts) Future,3970,SMT,SMT,,,Crude Oil and Refined Products,RefOutright bbl,ICEU,IFEU,,,,,,
EP San Juan Index Future,2444,SNI,SNI,,,Natural Gas,Index Master,ICEU,IFED,,,,,,
EP San Juan Basis Future,436,SNJ,SNJ,OB,NE94,Natural Gas,Basis Master,ICEU,IFED,,,,,,
EP San Juan Swing Future,471,SNS,SNS,,,Natural Gas,Swing Master,ICEU,IFED,,,,,,
Weekly Sugar No. 11 Options,3741,SO,SO,,,Sugar,Sugar No 11,ICUS,IFUS,,,,,,
Sonat Index Future,3033,SOI,SOI,,,Natural Gas,Index Master,ICEU,IFED,,,,,,
Cross State Air Pollution Rule TR SO2 Group 1 Allowance Future,3421,SOK,SOK,,,Physical Environmental,CS SO2 G1,ICEU,IFED,,,,,,
Option on Cross State Air Pollution Rule TR SO2 Group 1 Allowance Future,3421,SOK,SOK,,,Physical Environmental,CS SO2 G1,ICEU,IFUS,,,,,,
Sonat Basis Future,1878,SON,SON,AW,SN06,Natural Gas,Basis Master,ICEU,IFED,,,,,,
Sonat Swing Future,3041,SOS,SOS,,,Natural Gas,Swing Master,ICEU,IFED,,,,,,
CAISO SP-15 Day-Ahead Peak Fixed Price Future,288,SPM,SPM,SP,O939,Electricity,Pwr West Term,ICEU,IFED,,,,,,
Option on CAISO SP-15 Day-Ahead Peak Fixed Price Future,288,SPM,SPM,SP,O939,Electricity,Pwr West Term,ICEU,IFED,,,,,,
Fuel Oil Crack - Fuel Oil 380 CST Singapore vs Brent 1st Line Future,3081,SPS,SPS,,,Crude Oil and Refined Products,Cracks mt,ICEU,IFEU,,,,,,
CAISO SP-15 Day-Ahead Peak Mini Fixed Price Future,1850,SPY,SPY,SY,SI27,Electricity,Pwr West Mini,ICEU,IFED,,,,,,
Option on CAISO SP-15 Day-Ahead Peak Mini Fixed Price Future,1850,SPY,SPY,SY,SI27,Electricity,Pwr West Mini,ICEU,IFED,,,,,,
CAISO SP-15 Day-Ahead Off-Peak Daily Fixed Price Future,748,SQP,SQP,SQ,OU46,Electricity,Pwr WestOPDaily,ICEU,IFED,,,,,,
CAISO SP-15 Real-Time Off-Peak Daily Fixed Price Future,1687,SRO,SRO,ZL,SB28,Electricity,Pwr WestOPDaily,ICEU,IFED,,,,,,
CAISO SP-15 Real-Time Peak Daily Fixed Price Future,1685,SRP,SRP,ZK,SB27,Electricity,Pwr West Daily,ICEU,IFED,,,,,,
Singapore Jet Kerosene Future,124,SRS,SRS,SR,QH61,Crude Oil and Refined Products,RefOutright bbl,ICEU,IFEU,,,,,,
Cross Currency Pairs British Pound Sterling/Swiss Franc Futures,817,SS,SS ,SS,2243,Currency,FOREX,ICUS,IFUS,,,,,,
Transco Station 65 (Zone 3) Swing Future,2590,SSA,SSA,,,Natural Gas,Swing Master,ICEU,IFED,,,,,,
SINGAPORE MOGAS 97 UNLEADED VS BRENT 1ST LINE FUTURE,4362,SSB,SSB,,,Crude Oil and Refined Products,Ref Diffs bbl,ICEU,IFEU,,,,,,
Socal Border Swing Future,469,SSS,SSS,SS,QI05,Natural Gas,Swing Master,ICEU,IFED,,,,,,
Transco Station 65 (Zone 3) Basis Future,447,STA,STA,OK,NG72,Natural Gas,Basis Master,ICEU,IFED,,,,,,
SINGAPORE MOGAS 92 UNLEADED VS BRENT 1ST LINE FUTURE,4360,STB,STB,,,Crude Oil and Refined Products,Ref Diffs bbl,ICEU,IFEU,,,,,,
Cross State Air Pollution Rule TR SO2 Group 2 Allowance Future,3422,STK,STK,,,Physical Environmental,CS SO2 G2,ICEU,IFED,,,,,,
Option on Cross State Air Pollution Rule TR SO2 Group 2 Allowance Future,3422,STK,STK,,,Physical Environmental,CS SO2 G2,ICEU,IFUS,,,,,,
Fuel Oil Diff - Fuel Oil 180 CST Singapore vs 380 CST Singapore Future,266,STS,STS,ST,QH63,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
Indo sub-bit. Coal Futures,2866,SUB,SUB,,,Coal,Indo Sub-Bit,ICEU,IFEU,,,,,,
Gasoil Arb - Singapore 0.5% Gasoil vs Gasoil 1st Line Future,1467,SUS,SUS,SU,QH64,Crude Oil and Refined Products,Ref Diffs bbl,ICEU,IFEU,,,,,,
Jet Fuel Diff - Singapore Jet Kero vs Singapore 0.5% Gasoil Future,1466,SVS,SVS,SV,QH62,Crude Oil and Refined Products,Ref Diffs bbl,ICEU,IFEU,,,,,,
JET FUEL DIFF SINGAPORE JET KERO VS SINGAPORE GASOIL FUTURE,4075,SVW,SVW,ZO,1290,Crude Oil and Refined Products,Ref Diffs bbl,ICEU,IFEU,,,,,,
SINGAPORE GASOIL FUTURE,4073,SWS,SWS,ZN,1289,Crude Oil and Refined Products,RefOutright bbl,ICEU,IFEU,,,,,,
GASOIL ARB SINGAPORE GASOIL VS GASOIL 1ST LINE FUTURE (IN BBLS),4076,SWV,SWV,ZP,1291,Crude Oil and Refined Products,Ref Diffs bbl,ICEU,IFEU,,,,,,
GASOIL ARB SINGAPORE GASOIL VS LOW SULPHUR GASOIL 1ST LINE FUTURE (IN BBLS),4078,SWW,SWW,ZR,1293,Crude Oil and Refined Products,Ref Diffs bbl,ICEU,IFEU,,,,,,
TETCO STX Swing Future,3059,SXC,SXC,,,Natural Gas,Swing Master,ICEU,IFED,,,,,,
TETCO STX Index Future,3054,SXI,SXI,,,Natural Gas,Index Master,ICEU,IFED,,,,,,
Singapore 0.5% Gasoil Future,27,SXS,SXS,SX,QH60,Crude Oil and Refined Products,RefOutright bbl,ICEU,IFEU,,,,,,
TETCO STX Basis Future,446,SXT,SXT,OI,NG70,Natural Gas,Basis Master,ICEU,IFED,,,,,,
Cross Currency Pairs British Pound Sterling/Japanese Yen Futures,819,SY,SY ,SY,2242,Currency,FOREX,ICUS,IFUS,,,,,,
Crude Diff - SYN TMX 1b Index Future,4170,SYN,SYN,,,Crude Oil and Refined Products,Crude Diffs,ICEU,IFEU,,,,,,
Fuel Oil 380 CST Singapore Future,365,SYS,SYS,PF,NM87,Crude Oil and Refined Products,Ref Outright mt,ICEU,IFEU,,,,,,
Fuel Oil Mini 380 CST Singapore Future (100MT),3974,SYY,SYY,,,Crude Oil and Refined Products,Ref Outright mt,ICEU,IFEU,,,,,,
ERCOT South Load Zone Day-Ahead Peak Daily Fixed Price Future,2624,SZA,SZA,,,Electricity,Pwr E DailyMini,ICEU,IFED,,,,,,
ERCOT South Load Zone Day-Ahead Peak Fixed Price Future,2608,SZB,SZB,,,Electricity,Pwr East Mini,ICEU,IFED,,,,,,
ERCOT South Load Zone Day-Ahead Off-Peak Daily Fixed Price Future,2636,SZC,SZC,,,Electricity,Pwr E OPDayMini,ICEU,IFED,,,,,,
ERCOT South Load Zone Day-Ahead Off-Peak Fixed Price Future,2616,SZD,SZD,,,Electricity,Pwr East OPMini,ICEU,IFED,,,,,,
Fuel Oil 180 CST Singapore Average Price Option,3978,SZS,SZS,PE,NM86,Crude Oil and Refined Products,Ref Outright mt,ICEU,IFEU,,,,,,
Fuel Oil 180 CST Singapore Future,20,SZS,SZS,PE,NM86,Crude Oil and Refined Products,Ref Outright mt,ICEU,IFEU,,,,,,
Fuel Oil Mini 180 CST Singapore Future (100MT),3973,SZZ,SZZ,,,Crude Oil and Refined Products,Ref Outright mt,ICEU,IFEU,,,,,,
ICE WTI Crude Futures,425,T,WBS,CS,R755,Crude Oil and Refined Products,ICE WTI,ICEU,IFEU,,,,,,
ICE WTI Crude Futures TAS,426,T,WBS,CS,R755,Crude Oil and Refined Products,ICE WTI,ICEU,IFEU,,,,,,
"ICE WTI, American-Style Option",600,T,WBS,CS,R755,Crude Oil and Refined Products,ICE WTI,ICEU,IFEU,,,,,,
Crude Diff - Argus Sour Crude Index (ASCI) Diff Calendar Future,2045,TAB,TAB,T5,SQ81,Crude Oil and Refined Products,Crude Diffs,ICEU,IFEU,,,,,,
Weekly Cotton No. 2 Options,3736,TC,TC,,,Cotton,Cotton No 2,ICUS,IFUS,,,,,,
CAPESIZE TIMECHARTER (BALTIC) FREIGHT FUTURE,2944,TCC,TCC,,,Dry Freight,Dry Freight Day,ICEU,IFEU,,,,,,
HANDYSIZE TIMECHARTER (BALTIC) FREIGHT FUTURE,2945,TCH,TCH,,,Dry Freight,Dry Freight Day,ICEU,IFEU,,,,,,
TCO Basis Future,437,TCO,TCO,NT,NE89,Natural Gas,Basis Master,ICEU,IFED,,,,,,
PANAMAX TIMECHARTER (BALTIC) FREIGHT FUTURE,2946,TCP,TCP,,,Dry Freight,Dry Freight Day,ICEU,IFEU,,,,,,
SUPRAMAX TIMECHARTER (BALTIC) FREIGHT FUTURE,2947,TCS,TCS,,,Dry Freight,Dry Freight Day,ICEU,IFEU,,,,,,
Crude Diff - WCS TMX 1b Index Future,2469,TDX,TDX,,,Crude Oil and Refined Products,Crude Diffs,ICEU,IFEU,,,,,,
TETCO ELA Basis Future,2857,TEB,TEB,,,Natural Gas,Basis Master,ICEU,IFED,,,,,,
TETCO ELA Index Future,3035,TEI,TEI,,,Natural Gas,Index Master,ICEU,IFED,,,,,,
Russell 2000&reg; Index Mini Futures,757,TF,TF ,TF,OQ31,Russell Indexes,Russell Indices,ICUS,IFUS,,,,,,
Russell 2000&reg; Index Mini Options,1238,TF,TF ,TF,OQ31,Russell Indexes,Russell Indices,ICUS,IFUS,,,,,,
Tennessee 500L Index Future,3052,TFI,TFI,,,Natural Gas,Index Master,ICEU,IFED,,,,,,
Tennessee 500L Basis Future,1879,TFL,TFL,AX,SN07,Natural Gas,Basis Master,ICEU,IFED,,,,,,
TGT Zone 1 Basis Future,2588,TGB,TGB,,,Natural Gas,Basis Master,ICEU,IFED,,,,,,
TGT Zone 1 Index Future,3037,TGI,TGI,,,Natural Gas,Index Master,ICEU,IFED,,,,,,
TGT Zone 1 Swing Future,3043,TGS,TGS,,,Natural Gas,Swing Master,ICEU,IFED,,,,,,
Crude Diff - WTI 1-Month Calendar Spread Future,2387,TIA,TIA,HU,SR18,Crude Oil and Refined Products,Crude Outrights,ICEU,IFEU,,,,,,
WTI 1-Month Calendar Spread Option,2387,TIA,TIA,HU,SR18,Crude Oil and Refined Products,Crude Outrights,ICEU,IFEU,,,,,,
Crude Diff - WTI vs Brent Bullet Future,171,TIB,TIB,,,Crude Oil and Refined Products,Crude Diffs,ICEU,IFEU,,,,,,
WTI vs Brent Spread Option,171,TIB,TIB,,,Crude Oil and Refined Products,Crude Diffs,ICEU,IFEU,,,,,,
TCO Index Future,1632,TIS,TIS,ZC,QM93,Natural Gas,Index Master,ICEU,IFED,,,,,,
Crude Diff - WTI 12-Month Calendar Spread Future,2388,TIZ,TIZ,HV,SR19,Crude Oil and Refined Products,Crude Outrights,ICEU,IFEU,,,,,,
WTI 12-Month Calendar Spread Option,2388,TIZ,TIZ,HV,SR19,Crude Oil and Refined Products,Crude Outrights,ICEU,IFEU,,,,,,
Crude Diff -TMX C5 1B FUTURE,4352,TMC,TMC,,,Crude Oil and Refined Products,Crude Diffs,ICEU,IFEU,,,,,,
TETCO M3 Basis Future,489,TMT,TMT,NF,NE85,Natural Gas,Basis Master,ICEU,IFED,,,,,,
Transco Station 45 (Zone 2) Basis Future,3048,TNB,TNB,,,Natural Gas,Basis Master,ICEU,IFED,,,,,,
Transco Station 45 (Zone 2) Index Future,3055,TNI,TNI,,,Natural Gas,Index Master,ICEU,IFED,,,,,,
Crude Diff - Argus Sour Crude Index (ASCI) Diff Trade-Month Future,2046,TOB,TOB,T6,SQ82,Crude Oil and Refined Products,Crude Diffs,ICEU,IFEU,,,,,,
Transco Zone 6 (non NY) Basis Future ,3027,TPB,TPB,,,Natural Gas,Basis Master,ICEU,IFED,,,,,,
Transco Zone 6 (non NY) Index Future,3031,TPI,TPI,,,Natural Gas,Index Master,ICEU,IFED,,,,,,
Transco Zone 6 (non NY) Swing Future,3040,TPS,TPS,,,Natural Gas,Swing Master,ICEU,IFED,,,,,,
Transco Station 85 (Zone 4) Index Future,3056,TRI,TRI,,,Natural Gas,Index Master,ICEU,IFED,,,,,,
Trunkline LA Basis Future,2146,TRL,TRL,I0,,Natural Gas,Basis Master,ICEU,IFED,,,,,,
Transco Station 85 (Zone 4) Swing Future,3060,TRW,TRW,,,Natural Gas,Swing Master,ICEU,IFED,,,,,,
Transco Station 85 (Zone 4) Basis Future,1629,TRZ,TRZ,Y3,QM85,Natural Gas,Basis Master,ICEU,IFED,,,,,,
Tennessee 800L Basis Future,3046,TSB,TSB,,,Natural Gas,Basis Master,ICEU,IFED,,,,,,
TETCO M3 Swing Future,480,TSS,TSS,A2,SN14,Natural Gas,Swing Master,ICEU,IFED,,,,,,
Transco Station 30 (Zone 1) Basis Future,3047,TTB,TTB,,,Natural Gas,Basis Master,ICEU,IFED,,,,,,
ICE Dutch TTF Natural Gas Futures,2267,TTF,TTF,WB,,Natural Gas,Dutch TTF,ICEU,IFEU,,,,,,
ICE Dutch TTF Natural Gas Options,2267,TTF,TTF,WB,,Natural Gas,Dutch TTF,ICEU,IFEU,,,,,,
TETCO WLA Basis Future,3028,TWB,TWB,,,Natural Gas,Basis Master,ICEU,IFED,,,,,,
TETCO WLA Index Future,3036,TWI,TWI,,,Natural Gas,Index Master,ICEU,IFED,,,,,,
Tennessee Zone 0 Index Future,3053,TZI,TZI,,,Natural Gas,Index Master,ICEU,IFED,,,,,,
Tennessee Zone 0 Swing Future,3963,TZR,TZR,,,Natural Gas,Swing Master,ICEU,IFED,,,,,,
Transco Zone 6 (NY) Basis Future,438,TZS,TZS,NI,NE86,Natural Gas,Basis Master,ICEU,IFED,,,,,,
Tennessee Zone 0 Basis Future,545,TZZ,TZZ,PQ,NO05,Natural Gas,Basis Master,ICEU,IFED,,,,,,
Diesel Crack - ULSD 10ppm CIF NWE Cargoes vs Brent 1st Line Future,4180,UBN,UBN,,,Crude Oil and Refined Products,Cracks bbl,ICEU,IFEU,,,,,,
Central Appalachian Coal Futures,2863,UCA,UCA,,,Coal,Cen App Coal,ICEU,IFEU,,,,,,
Premium Unleaded Gasoline 10ppm FOB Med Cargoes Future,3558,UCB,UCB,,,Crude Oil and Refined Products,Ref Outright mt,ICEU,IFEU,,,,,,
